V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
0.8135900807342856,0.9477881172089523,0.7715994407854289,0.782780586324906,0.7816149603203936,0.6559270354943345,0.7249945590143511,0.6488613042721858,0.5950813028177226,0.8441563199827609,0.6407912279057998,0.6668352339569337,0.7025073149541381,0.7197073173022016,0.7400235500305826,0.7636376802886432,0.7612752815257646,0.6609955627431933,0.8089098976541516,0.7685575233741374,0.9263539808878817,0.7425800753050246,0.7929317698417687,0.6527581927197544,0.8924959112242856,0.7133208662821042,0.6678109801163031,0.7227977292490793,0.7175713036052657,0.6943710017121032,0.8280451479161332,0.8011042917706671,0.733407406613208,0.34011904413396943,0.5285879926150143,0.5806433742946788,0.5746908599912082,0.5999155765267985,0.5500688457453371,0.7511507392679296
0.8249056925712545,0.7019077473654795,0.6366825323351861,0.5958513081330098,0.6029929193067909,0.48884620513964794,0.5425736155553085,0.47763371155086237,0.4124800189093442,0.57111117624866,0.4466379489327915,0.4565348323038102,0.4766051005295954,0.4889219142404084,0.5189729220096183,0.5182385629516769,0.5321155097964188,0.48232599553401345,0.5475282234356209,0.5388132649208951,0.6269329720402871,0.5024287336257113,0.5364413808895551,0.44373764025907814,0.6102882978006835,0.48323889351789623,0.4549959354867445,0.5190180437952364,0.4854919315858972,0.5137956475402892,0.7761439245806594,0.7563009364260115,0.5507694146587824,0.2314683055317449,0.35981485949217246,0.3951254661478367,0.395630848841426,0.417875867100687,0.3743581694369725,0.5311474806599419
0.38757984335842877,0.42906429097588417,0.31975715902701457,0.327484303713629,0.3257469520315285,0.28640818517980604,0.30976158669616477,0.28735001529891224,0.3016047243461123,0.41160345675698273,0.3118252926782773,0.3397431468875649,0.4142926981039139,0.3690041214057408,0.33771416124062587,0.4223383576308424,0.4752696764278942,0.5417243585622477,0.39892060280878416,0.47774878135356663,0.41728527243956137,0.39305619205398057,0.4025800896449362,0.4142986352526334,0.43591300317085024,0.40853336390571543,0.4247307689210109,0.5108838551807554,0.39742128610535365,0.5466632801045563,0.36804652439943303,0.349300570931558,0.3120241904880424,0.22129049871310902,0.3055499336128503,0.3250019839629696,0.3022910876044488,0.2986797860933092,0.3140419882799357,0.4896559612820907
0.4413826966007296,0.5286325047392043,0.45849641923096607,0.4978911981361786,0.49009303610190896,0.49759005101802983,0.5046731020927078,0.5087363934839946,0.6009189068616342,0.6271197285048618,0.592147772345282,0.6437014843434415,0.7465847057467327,0.6631331818585261,0.5768902779345806,0.6967971760477164,0.7027379238449565,0.7446460110615015,0.6392626193735366,0.6940950126490737,0.5799090105294378,0.6838954419809076,0.6553542637334827,0.7998817816491566,0.6047476496667001,0.7297534380841127,0.7938599481088796,0.7139076077246704,0.7118338219241331,0.7004175844863859,0.4474894861567229,0.43623371619147167,0.5028485919608298,0.4981750146689547,0.6604585617526229,0.6769636425066744,0.6189224002347138,0.5885191971267173,0.669682653910804,0.7034018957377779
0.44034954506967194,0.519879686563548,0.40827535521771097,0.432843578133835,0.42788286949115883,0.4025241924591395,0.4230399310465783,0.4078806318359276,0.45504844597079963,0.5608195326182365,0.4604522014832534,0.5038530610651005,0.6146836006382044,0.5378744233153484,0.4759846293682397,0.6031696483953779,0.6614504459393692,0.7767499830556316,0.5553099526888354,0.6591856878968481,0.5411018478509068,0.5688172831420122,0.5658516120262941,0.6326733209117218,0.5697308418156564,0.6022362778523555,0.6431571321883568,0.7092991977374399,0.5839741598525745,0.7436054829712105,0.4327301544214871,0.41505420118809805,0.42389883622074315,0.3575871849125274,0.47954157329839614,0.5020785618587373,0.46209991607121703,0.4480530681801127,0.48993770045239177,0.6777106868768058
0.4143786997015667,0.4929901957911898,0.4565922466945869,0.500148042491562,0.4916151112074081,0.5258492874258267,0.5189623944410258,0.540505892301681,0.6627973215078079,0.6016979415732138,0.6369420235677983,0.6800638694477379,0.7249650266350579,0.674443288260274,0.5920044951178866,0.6669435957383832,0.6402642070135928,0.6430583828244738,0.622432764249318,0.6316334124888178,0.5496741951550262,0.6767541007198847,0.6375115925168617,0.7798245669110004,0.5670087678780195,0.7130545957865503,0.7602032565268363,0.6330842042400298,0.7044177134404053,0.6098687208602707,0.4263138789687396,0.4197891516373038,0.5152019869584019,0.5931450320973732,0.7621645788246042,0.754598164243554,0.6915761591960757,0.646802125783635,0.7626292754116534,0.6339230456031393
0.6737873521121893,0.6523984859445555,0.8770497576272465,0.8355191151174327,0.846491720494423,0.774955847056199,0.8184715090537178,0.7502670196367492,0.6020817385898716,0.6454389102411713,0.6482963647799013,0.6228797803672295,0.5588623001315192,0.6268817308154936,0.7181306135671677,0.5908506218478979,0.547752627274622,0.46641976508656396,0.6460016039505242,0.5496724970305156,0.6639967172785732,0.610637180988415,0.6313647546687087,0.5220684184270217,0.6315155582862868,0.5719775986202889,0.5255907607962333,0.5104211598938254,0.5868276038447207,0.48285891548409793,0.7264494184112211,0.7614325823598979,0.8252737475082541,0.3364335368804512,0.5031657186013044,0.542922277694215,0.5706505735234586,0.6160481073503252,0.51966158925036,0.5345784521879335
0.36298559131087,0.3790576969212562,0.28353463144459823,0.283161772408517,0.28295636231005794,0.23988690704876875,0.2632352299739387,0.23894421218126735,0.23923258304588219,0.3408817697255546,0.2509201496276016,0.27121115910172333,0.32595519169474596,0.2963388054691393,0.2791513468530318,0.33924902042728267,0.3813746374850807,0.4191175490649469,0.32734931031215175,0.3847816008062199,0.355277832449098,0.31545276401804834,0.32811562396463845,0.3201262564915196,0.36702164236089113,0.32308010451766683,0.32934851546102206,0.4055002594994781,0.3156547137331041,0.4319157937523112,0.3393772195266707,0.321955938152137,0.265953515573804,0.1635196355577856,0.23436476750109417,0.25221523689991354,0.2372937336338103,0.23806279672127495,0.24198877435541546,0.39215914905887805
0.4181109963598228,0.48977127972855106,0.37957747311122086,0.4005445004195601,0.3962763032034577,0.36918922039085283,0.3895565935293,0.3736962515821415,0.4147786606037553,0.5183672677088661,0.42038435149233166,0.4599908347086382,0.5618490036565834,0.49211843853825027,0.4368880890813413,0.5540603779149449,0.6115078972613415,0.7186388275211181,0.5114468173408269,0.6103459621092392,0.5040232345065921,0.5211482805558567,0.5205342151065139,0.5767641265207002,0.5306016617158862,0.5507922425624479,0.5867980672188314,0.6578026282203138,0.5341462832608922,0.6948257203709618,0.40823307826255234,0.390565490568132,0.3906355677471716,0.3287753978581284,0.43690709262337507,0.4572910531061698,0.42096023342395594,0.4085348580513215,0.44626115892604956,0.6277250774222093
0.3706594289085314,0.33449711668219234,0.2812278861854998,0.2649973070299298,0.2677016988740139,0.21702410036003766,0.24125385974354457,0.21257206403762563,0.18910105755021633,0.27325173227214794,0.2037610569282136,0.21240644714599907,0.23603953076772413,0.23063223635072916,0.23607439091610796,0.25466041290435343,0.2752092908231218,0.27192400955517126,0.26044629597618574,0.2789337511821883,0.2979051360405251,0.2412165467670724,0.25694534505688565,0.22312969102247426,0.29686971207462676,0.23729955294891666,0.2299428163408459,0.2801001292998966,0.23559614096386283,0.2888972014579647,0.34505695359868077,0.334104859587793,0.2448356337910945,0.11027105683234398,0.17007439388307427,0.1865686943632085,0.1828492692466875,0.1906964472840803,0.17691402261050146,0.27914525750836094
